chembl_id,n_active,n_total,activity_rate,n_kinases,n_inactive
CHEMBL2207203,0,1,0.0,1,1
CHEMBL2207204,1,1,1.0,1,0
CHEMBL2207205,1,1,1.0,1,0
CHEMBL2207206,1,1,1.0,1,0
CHEMBL2207207,1,1,1.0,1,0
CHEMBL2207208,5,7,0.7142857142857143,7,2
CHEMBL2207209,1,1,1.0,1,0
CHEMBL2207210,1,1,1.0,1,0
CHEMBL2207211,1,1,1.0,1,0
CHEMBL2207212,1,1,1.0,1,0
CHEMBL2207213,1,1,1.0,1,0
CHEMBL2207214,1,1,1.0,1,0
CHEMBL2207215,1,1,1.0,1,0
CHEMBL2207216,1,1,1.0,1,0
CHEMBL2207217,5,5,1.0,2,0
CHEMBL2207218,2,2,1.0,2,0
CHEMBL2207219,1,1,1.0,1,0
CHEMBL2207220,1,1,1.0,1,0
CHEMBL2207221,0,1,0.0,1,1
CHEMBL2207426,0,1,0.0,1,1
CHEMBL2207427,1,2,0.5,2,1
CHEMBL2207428,1,1,1.0,1,0
CHEMBL2207429,1,2,0.5,2,1
CHEMBL2207430,1,2,0.5,2,1
CHEMBL2207431,0,2,0.0,2,2
CHEMBL2207432,0,2,0.0,2,2
CHEMBL2207433,1,1,1.0,1,0
CHEMBL2207434,0,1,0.0,1,1
CHEMBL2207435,1,1,1.0,1,0
CHEMBL2207436,0,1,0.0,1,1
CHEMBL2207437,1,1,1.0,1,0
CHEMBL2207438,1,1,1.0,1,0
CHEMBL2207439,1,1,1.0,1,0
CHEMBL2207440,2,2,1.0,2,0
CHEMBL2207441,2,2,1.0,2,0
CHEMBL2207442,0,1,0.0,1,1
CHEMBL220749,2,3,0.6666666666666666,2,1
CHEMBL2207499,1,1,1.0,1,0
CHEMBL220750,1,2,0.5,2,1
CHEMBL2207500,2,2,1.0,2,0
CHEMBL2207501,2,2,1.0,2,0
CHEMBL2207502,1,1,1.0,1,0
CHEMBL2207503,11,11,1.0,3,0
CHEMBL2207504,2,2,1.0,2,0
CHEMBL2207505,1,1,1.0,1,0
CHEMBL2207506,2,2,1.0,2,0
CHEMBL2207507,1,1,1.0,1,0
CHEMBL2207508,1,1,1.0,1,0
CHEMBL2207509,0,1,0.0,1,1
CHEMBL2207510,1,1,1.0,1,0
CHEMBL2207511,1,1,1.0,1,0
CHEMBL2207512,1,1,1.0,1,0
CHEMBL2207513,1,1,1.0,1,0
CHEMBL2207514,2,2,1.0,2,0
CHEMBL2207515,1,1,1.0,1,0
CHEMBL2207516,1,1,1.0,1,0
CHEMBL2207517,1,1,1.0,1,0
CHEMBL2207518,2,2,1.0,2,0
CHEMBL220758,3,6,0.5,3,3
CHEMBL2207688,1,1,1.0,1,0
CHEMBL2207758,2,3,0.6666666666666666,2,1
CHEMBL2207759,3,4,0.75,2,1
CHEMBL2207760,2,4,0.5,2,2
CHEMBL2207761,1,3,0.3333333333333333,2,2
CHEMBL2207762,2,3,0.6666666666666666,2,1
CHEMBL2207763,0,3,0.0,2,3
CHEMBL2207764,4,4,1.0,2,0
CHEMBL2207765,2,3,0.6666666666666666,2,1
CHEMBL2207766,2,3,0.6666666666666666,2,1
CHEMBL2207767,2,3,0.6666666666666666,2,1
CHEMBL2207821,1,1,1.0,1,0
CHEMBL2207822,1,1,1.0,1,0
CHEMBL2207823,1,1,1.0,1,0
CHEMBL2207839,1,1,1.0,1,0
CHEMBL2207840,1,1,1.0,1,0
CHEMBL2207841,1,1,1.0,1,0
CHEMBL2207842,0,1,0.0,1,1
CHEMBL2207843,0,1,0.0,1,1
CHEMBL2207844,1,1,1.0,1,0
CHEMBL2207845,12,14,0.8571428571428571,3,2
CHEMBL2207846,2,5,0.4,1,3
CHEMBL2207938,0,1,0.0,1,1
CHEMBL2207939,0,1,0.0,1,1
CHEMBL2207940,0,1,0.0,1,1
CHEMBL2207941,0,1,0.0,1,1
CHEMBL2207944,0,1,0.0,1,1
CHEMBL2207945,0,1,0.0,1,1
CHEMBL2207946,0,1,0.0,1,1
CHEMBL2207947,0,1,0.0,1,1
CHEMBL220798,1,1,1.0,1,0
CHEMBL220799,1,2,0.5,2,1
CHEMBL2208023,3,5,0.6,2,2
CHEMBL2208024,4,5,0.8,2,1
CHEMBL2208025,5,5,1.0,2,0
CHEMBL2208026,2,3,0.6666666666666666,2,1
CHEMBL2208027,2,3,0.6666666666666666,2,1
CHEMBL2208028,5,5,1.0,2,0
CHEMBL2208029,2,3,0.6666666666666666,2,1
CHEMBL2208030,2,3,0.6666666666666666,2,1
CHEMBL2208031,2,4,0.5,2,2
CHEMBL2208032,4,4,1.0,2,0
CHEMBL2208033,3,4,0.75,2,1
CHEMBL2208034,10,10,1.0,8,0
CHEMBL2208035,2,3,0.6666666666666666,2,1
CHEMBL220810,2,5,0.4,2,3
CHEMBL220811,3,6,0.5,3,3
CHEMBL220812,3,6,0.5,3,3
CHEMBL2208438,5,5,1.0,3,0
CHEMBL220847,1,1,1.0,1,0
CHEMBL220862,1,5,0.2,2,4
CHEMBL220863,0,4,0.0,1,4
CHEMBL220864,0,6,0.0,3,6
CHEMBL220865,5,6,0.8333333333333334,3,1
CHEMBL220874,2,2,1.0,2,0
CHEMBL220881,0,1,0.0,1,1
CHEMBL220882,0,1,0.0,1,1
CHEMBL220888,1,2,0.5,2,1
CHEMBL220897,1,2,0.5,2,1
CHEMBL220902,1,1,1.0,1,0
CHEMBL220903,1,1,1.0,1,0
CHEMBL220912,2,2,1.0,1,0
CHEMBL220923,1,1,1.0,1,0
CHEMBL220924,1,1,1.0,1,0
CHEMBL220925,1,1,1.0,1,0
CHEMBL220929,1,1,1.0,1,0
CHEMBL220931,1,1,1.0,1,0
CHEMBL220946,2,2,1.0,2,0
CHEMBL220947,2,2,1.0,2,0
CHEMBL220951,1,1,1.0,1,0
CHEMBL220956,1,1,1.0,1,0
CHEMBL220958,1,1,1.0,1,0
CHEMBL220961,2,2,1.0,2,0
CHEMBL220962,1,1,1.0,1,0
CHEMBL220969,2,2,1.0,2,0
CHEMBL220973,1,1,1.0,1,0
CHEMBL221005,1,1,1.0,1,0
CHEMBL221006,0,1,0.0,1,1
CHEMBL221019,2,2,1.0,2,0
CHEMBL221029,2,2,1.0,2,0
CHEMBL221037,2,2,1.0,2,0
CHEMBL221038,0,2,0.0,2,2
CHEMBL221053,1,1,1.0,1,0
CHEMBL221063,1,1,1.0,1,0
CHEMBL221064,0,1,0.0,1,1
CHEMBL221071,2,2,1.0,2,0
CHEMBL221072,0,1,0.0,1,1
CHEMBL221075,3,6,0.5,3,3
CHEMBL221087,2,2,1.0,1,0
CHEMBL221096,0,1,0.0,1,1
CHEMBL221109,1,1,1.0,1,0
CHEMBL221116,0,1,0.0,1,1
CHEMBL221117,1,2,0.5,2,1
CHEMBL221119,2,2,1.0,1,0
CHEMBL221120,1,1,1.0,1,0
CHEMBL221121,0,1,0.0,1,1
CHEMBL221126,6,6,1.0,3,0
CHEMBL221128,3,6,0.5,3,3
CHEMBL221164,0,2,0.0,2,2
CHEMBL221175,0,3,0.0,2,3
CHEMBL221179,3,6,0.5,3,3
CHEMBL221181,1,1,1.0,1,0
CHEMBL221193,2,2,1.0,2,0
CHEMBL221221,1,1,1.0,1,0
CHEMBL221222,0,1,0.0,1,1
CHEMBL221224,0,1,0.0,1,1
CHEMBL221227,3,6,0.5,3,3
CHEMBL221229,6,6,1.0,3,0
CHEMBL221233,1,1,1.0,1,0
CHEMBL221236,1,1,1.0,1,0
CHEMBL221246,2,2,1.0,2,0
CHEMBL221252,3,6,0.5,3,3
CHEMBL221269,1,1,1.0,1,0
CHEMBL221271,0,1,0.0,1,1
CHEMBL221274,1,1,1.0,1,0
CHEMBL221287,1,1,1.0,1,0
CHEMBL221289,1,1,1.0,1,0
CHEMBL221290,1,1,1.0,1,0
CHEMBL221312,2,2,1.0,2,0
CHEMBL221315,3,6,0.5,3,3
CHEMBL221330,1,1,1.0,1,0
CHEMBL221332,1,1,1.0,1,0
CHEMBL221350,0,1,0.0,1,1
CHEMBL221358,1,1,1.0,1,0
CHEMBL221360,6,6,1.0,1,0
CHEMBL221376,2,2,1.0,2,0
CHEMBL221378,2,2,1.0,2,0
CHEMBL221403,0,1,0.0,1,1
CHEMBL221409,0,1,0.0,1,1
CHEMBL221410,1,1,1.0,1,0
CHEMBL221412,1,2,0.5,2,1
CHEMBL221427,1,2,0.5,2,1
CHEMBL221428,2,2,1.0,2,0
CHEMBL221431,2,2,1.0,1,0
CHEMBL221448,1,1,1.0,1,0
CHEMBL221459,0,2,0.0,2,2
CHEMBL221479,2,2,1.0,2,0
CHEMBL221484,1,1,1.0,1,0
CHEMBL221496,1,1,1.0,1,0
CHEMBL221508,1,1,1.0,1,0
CHEMBL221536,14,15,0.9333333333333333,5,1
CHEMBL221537,1,1,1.0,1,0
CHEMBL221544,1,2,0.5,2,1
CHEMBL221546,2,2,1.0,2,0
CHEMBL221547,2,2,1.0,2,0
CHEMBL221553,1,1,1.0,1,0
CHEMBL221554,1,1,1.0,1,0
CHEMBL221562,6,6,1.0,1,0
CHEMBL221563,1,1,1.0,1,0
CHEMBL221565,0,2,0.0,2,2
CHEMBL221568,0,1,0.0,1,1
CHEMBL221582,2,2,1.0,1,0
CHEMBL221595,2,2,1.0,2,0
CHEMBL221603,1,1,1.0,1,0
CHEMBL221614,6,6,1.0,1,0
CHEMBL221633,1,2,0.5,2,1
CHEMBL221648,2,2,1.0,2,0
CHEMBL2216756,1,1,1.0,1,0
CHEMBL2216823,3,4,0.75,1,1
CHEMBL2216824,11,11,1.0,3,0
CHEMBL2216825,2,4,0.5,2,2
CHEMBL2216826,2,2,1.0,2,0
CHEMBL2216827,4,6,0.6666666666666666,3,2
CHEMBL2216828,1,1,1.0,1,0
CHEMBL2216829,1,1,1.0,1,0
CHEMBL2216832,1,1,1.0,1,0
CHEMBL2216833,1,1,1.0,1,0
CHEMBL2216834,1,1,1.0,1,0
CHEMBL2216835,1,1,1.0,1,0
CHEMBL2216836,0,1,0.0,1,1
CHEMBL2216837,0,2,0.0,2,2
CHEMBL2216838,1,2,0.5,2,1
CHEMBL2216839,0,1,0.0,1,1
CHEMBL2216840,1,2,0.5,2,1
CHEMBL2216841,0,1,0.0,1,1
CHEMBL2216842,0,1,0.0,1,1
CHEMBL2216843,1,1,1.0,1,0
CHEMBL2216844,1,1,1.0,1,0
CHEMBL2216845,1,1,1.0,1,0
CHEMBL2216846,1,1,1.0,1,0
CHEMBL2216847,1,1,1.0,1,0
CHEMBL2216848,1,1,1.0,1,0
CHEMBL2216849,1,1,1.0,1,0
CHEMBL2216850,1,1,1.0,1,0
CHEMBL2216851,0,1,0.0,1,1
CHEMBL2216852,1,1,1.0,1,0
CHEMBL2216853,1,1,1.0,1,0
CHEMBL2216854,1,1,1.0,1,0
CHEMBL2216855,1,1,1.0,1,0
CHEMBL2216856,1,1,1.0,1,0
CHEMBL2216857,2,2,1.0,1,0
CHEMBL2216858,1,1,1.0,1,0
CHEMBL2216859,2,5,0.4,4,3
CHEMBL2216860,1,1,1.0,1,0
CHEMBL2216861,1,1,1.0,1,0
CHEMBL2216862,3,4,0.75,3,1
CHEMBL2216863,3,7,0.42857142857142855,3,4
CHEMBL2216864,2,2,1.0,1,0
CHEMBL2216865,1,1,1.0,1,0
CHEMBL2216867,1,1,1.0,1,0
CHEMBL2216868,1,1,1.0,1,0
CHEMBL2216869,1,1,1.0,1,0
CHEMBL2216870,101,327,0.308868501529052,215,226
CHEMBL2216871,1,1,1.0,1,0
CHEMBL2216872,1,1,1.0,1,0
CHEMBL2216873,1,1,1.0,1,0
CHEMBL2216874,1,1,1.0,1,0
CHEMBL2216875,1,1,1.0,1,0
CHEMBL2216876,5,7,0.7142857142857143,4,2
CHEMBL2216877,1,1,1.0,1,0
CHEMBL2216878,1,1,1.0,1,0
CHEMBL2216879,0,1,0.0,1,1
CHEMBL2216880,2,2,1.0,1,0
CHEMBL2216881,2,2,1.0,1,0
CHEMBL2216882,2,2,1.0,1,0
CHEMBL2216883,2,2,1.0,1,0
CHEMBL2216884,1,1,1.0,1,0
CHEMBL2216885,1,1,1.0,1,0
CHEMBL2216886,1,1,1.0,1,0
CHEMBL2216887,1,1,1.0,1,0
CHEMBL2216888,1,1,1.0,1,0
CHEMBL2216889,1,1,1.0,1,0
CHEMBL2216890,1,1,1.0,1,0
CHEMBL2216891,2,2,1.0,2,0
CHEMBL2216892,6,6,1.0,4,0
CHEMBL2216893,1,1,1.0,1,0
CHEMBL2216894,1,1,1.0,1,0
CHEMBL2216895,6,9,0.6666666666666666,4,3
CHEMBL2216896,1,1,1.0,1,0
CHEMBL2216897,6,6,1.0,4,0
CHEMBL2216898,1,1,1.0,1,0
CHEMBL2216899,1,4,0.25,4,3
CHEMBL2216900,1,1,1.0,1,0
CHEMBL2216901,2,2,1.0,1,0
CHEMBL2216902,4,4,1.0,1,0
CHEMBL2216903,4,4,1.0,1,0
CHEMBL221698,1,1,1.0,1,0
CHEMBL221700,2,2,1.0,2,0
CHEMBL221734,0,1,0.0,1,1
CHEMBL221735,1,1,1.0,1,0
CHEMBL221736,1,1,1.0,1,0
CHEMBL221739,1,3,0.3333333333333333,1,2
CHEMBL221742,1,1,1.0,1,0
CHEMBL221745,3,6,0.5,3,3
CHEMBL221753,1,2,0.5,2,1
CHEMBL221771,1,1,1.0,1,0
CHEMBL221788,1,1,1.0,1,0
CHEMBL221791,2,2,1.0,2,0
CHEMBL221824,1,1,1.0,1,0
CHEMBL221825,0,1,0.0,1,1
CHEMBL221857,1,1,1.0,1,0
CHEMBL221859,1,1,1.0,1,0
CHEMBL221862,1,1,1.0,1,0
CHEMBL221863,1,1,1.0,1,0
CHEMBL221864,1,1,1.0,1,0
CHEMBL2218927,1,1,1.0,1,0
CHEMBL221893,0,1,0.0,1,1
CHEMBL221912,2,2,1.0,2,0
CHEMBL221916,0,6,0.0,3,6
CHEMBL2219422,13,188,0.06914893617021277,180,175
CHEMBL221958,0,2,0.0,1,2
CHEMBL221959,186,742,0.25067385444743934,356,556
CHEMBL221963,0,5,0.0,2,5
CHEMBL221975,1,1,1.0,1,0
CHEMBL221976,2,2,1.0,2,0
CHEMBL221982,0,2,0.0,2,2
CHEMBL2219849,0,1,0.0,1,1
CHEMBL221985,1,1,1.0,1,0
CHEMBL2219889,0,1,0.0,1,1
CHEMBL222006,1,1,1.0,1,0
CHEMBL222008,1,6,0.16666666666666666,3,5
CHEMBL222011,0,2,0.0,2,2
CHEMBL222027,2,2,1.0,2,0
CHEMBL222028,0,2,0.0,2,2
CHEMBL222035,0,1,0.0,1,1
CHEMBL2220486,2,194,0.010309278350515464,194,192
CHEMBL222049,6,6,1.0,1,0
CHEMBL222050,1,1,1.0,1,0
CHEMBL222051,0,1,0.0,1,1
CHEMBL222067,1,1,1.0,1,0
CHEMBL222068,0,2,0.0,2,2
CHEMBL222079,0,1,0.0,1,1
CHEMBL222093,0,3,0.0,1,3
CHEMBL222098,1,1,1.0,1,0
CHEMBL222099,6,6,1.0,1,0
CHEMBL222102,11,18,0.6111111111111112,7,7
CHEMBL222103,6,6,1.0,1,0
CHEMBL222109,2,2,1.0,2,0
CHEMBL222124,0,4,0.0,1,4
CHEMBL2221249,1,2,0.5,2,1
CHEMBL222179,0,2,0.0,2,2
CHEMBL222180,0,2,0.0,2,2
CHEMBL222181,0,2,0.0,2,2
CHEMBL222202,0,1,0.0,1,1
CHEMBL222227,0,1,0.0,1,1
CHEMBL222249,2,2,1.0,2,0
CHEMBL222254,0,1,0.0,1,1
CHEMBL222264,0,1,0.0,1,1
CHEMBL222267,1,1,1.0,1,0
CHEMBL222268,1,1,1.0,1,0
CHEMBL222280,0,2,0.0,1,2
CHEMBL222283,6,6,1.0,1,0
CHEMBL222284,6,6,1.0,1,0
CHEMBL222294,0,1,0.0,1,1
CHEMBL222304,0,1,0.0,1,1
CHEMBL222312,1,2,0.5,2,1
CHEMBL222315,1,1,1.0,1,0
CHEMBL222318,1,1,1.0,1,0
CHEMBL222324,0,1,0.0,1,1
CHEMBL222339,0,1,0.0,1,1
CHEMBL222413,1,1,1.0,1,0
CHEMBL222414,1,1,1.0,1,0
CHEMBL222419,2,4,0.5,4,2
CHEMBL222421,1,1,1.0,1,0
CHEMBL222465,1,2,0.5,2,1
CHEMBL222467,1,1,1.0,1,0
CHEMBL222468,0,1,0.0,1,1
CHEMBL222476,6,6,1.0,1,0
CHEMBL222524,0,1,0.0,1,1
CHEMBL222525,0,2,0.0,2,2
CHEMBL222544,1,2,0.5,2,1
CHEMBL222545,1,2,0.5,2,1
CHEMBL222548,1,2,0.5,1,1
CHEMBL222556,0,2,0.0,2,2
CHEMBL222577,0,1,0.0,1,1
CHEMBL222666,1,1,1.0,1,0
CHEMBL222728,1,1,1.0,1,0
CHEMBL222745,1,2,0.5,2,1
CHEMBL222765,0,2,0.0,2,2
CHEMBL222766,0,2,0.0,2,2
CHEMBL222778,1,1,1.0,1,0
CHEMBL222785,0,1,0.0,1,1
CHEMBL222806,0,1,0.0,1,1
CHEMBL222815,1,2,0.5,2,1
CHEMBL222820,1,1,1.0,1,0
CHEMBL222821,1,1,1.0,1,0
CHEMBL222829,0,1,0.0,1,1
CHEMBL222833,0,3,0.0,1,3
CHEMBL222841,0,1,0.0,1,1
CHEMBL222869,0,1,0.0,1,1
CHEMBL222882,0,1,0.0,1,1
CHEMBL222920,1,1,1.0,1,0
CHEMBL222929,0,1,0.0,1,1
CHEMBL222954,1,1,1.0,1,0
CHEMBL222977,0,1,0.0,1,1
CHEMBL223011,1,1,1.0,1,0
CHEMBL223031,0,1,0.0,1,1
CHEMBL223034,0,2,0.0,2,2
CHEMBL223041,1,2,0.5,2,1
CHEMBL223082,10,10,1.0,3,0
CHEMBL223088,1,1,1.0,1,0
CHEMBL223141,1,1,1.0,1,0
CHEMBL223147,9,11,0.8181818181818182,7,2
CHEMBL223179,0,2,0.0,1,2
CHEMBL223185,1,1,1.0,1,0
CHEMBL223236,1,1,1.0,1,0
CHEMBL223237,1,1,1.0,1,0
CHEMBL223251,0,1,0.0,1,1
CHEMBL223255,1,1,1.0,1,0
CHEMBL223257,7,67,0.1044776119402985,66,60
CHEMBL223304,1,1,1.0,1,0
CHEMBL223311,1,1,1.0,1,0
CHEMBL223312,1,1,1.0,1,0
CHEMBL223314,0,1,0.0,1,1
CHEMBL223320,0,1,0.0,1,1
CHEMBL223336,2,2,1.0,1,0
CHEMBL223339,1,1,1.0,1,0
CHEMBL223341,0,2,0.0,1,2
CHEMBL223342,0,2,0.0,1,2
CHEMBL223343,0,2,0.0,1,2
CHEMBL223347,1,1,1.0,1,0
CHEMBL22336,1,1,1.0,1,0
CHEMBL223360,69,711,0.0970464135021097,366,642
CHEMBL223361,1,1,1.0,1,0
CHEMBL223367,24,164,0.14634146341463414,111,140
CHEMBL223381,0,2,0.0,2,2
CHEMBL223382,0,2,0.0,2,2
CHEMBL223393,0,1,0.0,1,1
CHEMBL223398,0,2,0.0,1,2
CHEMBL223410,0,1,0.0,1,1
CHEMBL2234211,0,7,0.0,5,7
CHEMBL2234212,0,7,0.0,5,7
CHEMBL2234213,0,7,0.0,5,7
CHEMBL2234214,0,7,0.0,5,7
CHEMBL2234215,0,7,0.0,5,7
CHEMBL2234216,0,7,0.0,5,7
CHEMBL2234217,0,7,0.0,5,7
CHEMBL2234218,0,7,0.0,5,7
CHEMBL2234219,0,7,0.0,5,7
CHEMBL2234220,0,7,0.0,5,7
CHEMBL223425,0,1,0.0,1,1
CHEMBL2234268,0,7,0.0,5,7
CHEMBL2234269,0,7,0.0,5,7
CHEMBL223436,0,2,0.0,2,2
CHEMBL223437,0,2,0.0,2,2
CHEMBL223453,0,3,0.0,1,3
CHEMBL223460,13,162,0.08024691358024691,111,149
CHEMBL2234608,0,2,0.0,1,2
CHEMBL2234610,0,2,0.0,1,2
CHEMBL2234611,0,2,0.0,1,2
CHEMBL2234618,0,2,0.0,1,2
CHEMBL2234632,0,2,0.0,1,2
CHEMBL2234633,0,2,0.0,1,2
CHEMBL2234637,0,2,0.0,1,2
CHEMBL223464,0,1,0.0,1,1
CHEMBL223471,2,2,1.0,2,0
CHEMBL223478,1,1,1.0,1,0
CHEMBL223486,0,1,0.0,1,1
CHEMBL2235031,0,3,0.0,1,3
CHEMBL223509,1,1,1.0,1,0
CHEMBL223512,2,2,1.0,1,0
CHEMBL2235178,0,1,0.0,1,1
CHEMBL2235239,0,1,0.0,1,1
CHEMBL223526,0,1,0.0,1,1
CHEMBL223528,1,1,1.0,1,0
CHEMBL223542,1,1,1.0,1,0
CHEMBL223553,2,2,1.0,1,0
CHEMBL223559,0,2,0.0,2,2
CHEMBL223565,1,1,1.0,1,0
CHEMBL223570,1,1,1.0,1,0
CHEMBL223572,1,1,1.0,1,0
CHEMBL223583,1,1,1.0,1,0
CHEMBL223587,0,1,0.0,1,1
CHEMBL223589,1,1,1.0,1,0
CHEMBL223595,1,2,0.5,2,1
CHEMBL223610,0,2,0.0,2,2
CHEMBL223640,1,1,1.0,1,0
CHEMBL223645,0,1,0.0,1,1
CHEMBL223651,2,2,1.0,1,0
CHEMBL223667,0,2,0.0,2,2
CHEMBL223672,1,1,1.0,1,0
CHEMBL2236793,2,2,1.0,1,0
CHEMBL2236794,2,2,1.0,1,0
CHEMBL2236795,2,2,1.0,1,0
CHEMBL2236796,2,2,1.0,1,0
CHEMBL2236797,2,2,1.0,1,0
CHEMBL2236798,2,2,1.0,1,0
CHEMBL2236799,2,2,1.0,1,0
CHEMBL2236800,2,2,1.0,1,0
CHEMBL2236801,2,2,1.0,1,0
CHEMBL2236802,2,2,1.0,1,0
CHEMBL2236803,2,2,1.0,1,0
CHEMBL2236804,2,2,1.0,1,0
CHEMBL2236805,2,2,1.0,1,0
CHEMBL2236806,2,2,1.0,1,0
CHEMBL2236807,2,2,1.0,1,0
CHEMBL2236808,2,2,1.0,1,0
CHEMBL2236809,2,2,1.0,1,0
CHEMBL223747,1,1,1.0,1,0
CHEMBL223769,0,1,0.0,1,1
CHEMBL223775,1,2,0.5,2,1
CHEMBL223790,1,1,1.0,1,0
CHEMBL223815,2,2,1.0,1,0
CHEMBL223833,1,1,1.0,1,0
CHEMBL223864,1,1,1.0,1,0
CHEMBL223873,2,2,1.0,2,0
CHEMBL223877,0,1,0.0,1,1
CHEMBL223879,1,1,1.0,1,0
CHEMBL223907,2,2,1.0,1,0
CHEMBL223912,1,1,1.0,1,0
CHEMBL223971,1,6,0.16666666666666666,6,5
CHEMBL223980,0,2,0.0,2,2
CHEMBL224029,0,3,0.0,1,3
CHEMBL224038,0,3,0.0,1,3
CHEMBL224043,0,2,0.0,1,2
CHEMBL224067,2,2,1.0,1,0
CHEMBL224076,0,2,0.0,1,2
CHEMBL224077,0,2,0.0,1,2
CHEMBL224092,1,1,1.0,1,0
CHEMBL224112,0,2,0.0,1,2
CHEMBL224119,0,2,0.0,1,2
CHEMBL224142,0,1,0.0,1,1
CHEMBL224166,2,2,1.0,1,0
CHEMBL224167,2,2,1.0,1,0
CHEMBL224231,0,2,0.0,1,2
CHEMBL224232,0,2,0.0,1,2
CHEMBL224233,0,2,0.0,1,2
CHEMBL224235,0,2,0.0,1,2
CHEMBL224236,0,2,0.0,1,2
CHEMBL224257,0,2,0.0,1,2
CHEMBL224287,0,2,0.0,1,2
CHEMBL224288,0,2,0.0,1,2
CHEMBL224301,0,2,0.0,1,2
CHEMBL224360,2,2,1.0,1,0
CHEMBL224361,2,2,1.0,1,0
CHEMBL224362,2,2,1.0,1,0
CHEMBL224367,0,2,0.0,1,2
CHEMBL224386,0,2,0.0,1,2
CHEMBL224417,2,2,1.0,1,0
CHEMBL224441,0,2,0.0,1,2
CHEMBL224472,2,2,1.0,1,0
CHEMBL224500,2,2,1.0,1,0
CHEMBL224505,2,2,1.0,1,0
CHEMBL224508,2,2,1.0,1,0
CHEMBL224509,2,2,1.0,1,0
CHEMBL224510,2,2,1.0,1,0
CHEMBL224533,2,2,1.0,1,0
CHEMBL224535,2,2,1.0,1,0
CHEMBL224558,2,2,1.0,1,0
CHEMBL224559,2,2,1.0,1,0
CHEMBL224594,2,2,1.0,1,0
CHEMBL224633,0,2,0.0,1,2
CHEMBL224666,0,3,0.0,1,3
CHEMBL224674,0,2,0.0,1,2
CHEMBL224689,1,1,1.0,1,0
CHEMBL224691,1,1,1.0,1,0
CHEMBL224694,0,2,0.0,1,2
CHEMBL224695,0,2,0.0,1,2
CHEMBL224696,2,2,1.0,1,0
CHEMBL224746,2,2,1.0,1,0
CHEMBL224782,0,2,0.0,2,2
CHEMBL224827,0,1,0.0,1,1
CHEMBL224840,0,2,0.0,1,2
CHEMBL224856,1,2,0.5,1,1
CHEMBL224885,2,2,1.0,1,0
CHEMBL224887,2,2,1.0,1,0
CHEMBL224900,0,2,0.0,1,2
CHEMBL224927,0,2,0.0,1,2
CHEMBL224956,1,1,1.0,1,0
CHEMBL224957,1,1,1.0,1,0
CHEMBL224972,0,1,0.0,1,1
CHEMBL224979,0,2,0.0,1,2
CHEMBL225002,0,2,0.0,1,2
CHEMBL225037,0,2,0.0,1,2
CHEMBL225043,0,2,0.0,1,2
CHEMBL225055,0,2,0.0,1,2
CHEMBL225056,0,2,0.0,1,2
CHEMBL225087,6,6,1.0,1,0
CHEMBL225088,2,13,0.15384615384615385,11,11
CHEMBL225089,1,1,1.0,1,0
CHEMBL225096,2,2,1.0,1,0
CHEMBL225100,0,1,0.0,1,1
CHEMBL225101,0,1,0.0,1,1
CHEMBL225137,0,3,0.0,1,3
CHEMBL225150,0,1,0.0,1,1
CHEMBL225166,3,3,1.0,2,0
CHEMBL225167,2,2,1.0,1,0
CHEMBL225168,2,2,1.0,1,0
CHEMBL225174,0,1,0.0,1,1
CHEMBL225224,3,3,1.0,2,0
CHEMBL225225,2,2,1.0,1,0
CHEMBL225226,0,2,0.0,1,2
CHEMBL225231,0,1,0.0,1,1
CHEMBL225273,0,2,0.0,2,2
CHEMBL225282,2,4,0.5,3,2
CHEMBL2253274,0,1,0.0,1,1
CHEMBL2253275,0,1,0.0,1,1
CHEMBL225418,1,1,1.0,1,0
CHEMBL225419,1,1,1.0,1,0
CHEMBL225424,0,2,0.0,1,2
CHEMBL225434,2,2,1.0,1,0
CHEMBL225440,0,2,0.0,1,2
CHEMBL225458,0,1,0.0,1,1
CHEMBL225492,2,2,1.0,1,0
CHEMBL225517,0,1,0.0,1,1
CHEMBL225519,65,182,0.35714285714285715,150,117
CHEMBL225548,0,1,0.0,1,1
CHEMBL225554,0,2,0.0,1,2
CHEMBL225560,2,2,1.0,1,0
CHEMBL225582,2,2,1.0,1,0
CHEMBL225608,0,2,0.0,2,2
CHEMBL225609,0,2,0.0,2,2
CHEMBL225633,2,2,1.0,1,0
CHEMBL225637,2,2,1.0,1,0
CHEMBL225645,0,2,0.0,1,2
CHEMBL225670,2,2,1.0,1,0
CHEMBL225671,2,2,1.0,1,0
CHEMBL225672,2,2,1.0,1,0
CHEMBL225678,2,2,1.0,1,0
CHEMBL225679,2,2,1.0,1,0
CHEMBL225680,2,2,1.0,1,0
CHEMBL225694,2,2,1.0,1,0
CHEMBL225695,2,2,1.0,1,0
CHEMBL225696,2,2,1.0,1,0
CHEMBL225705,2,2,1.0,1,0
CHEMBL225706,2,2,1.0,1,0
CHEMBL225707,2,2,1.0,1,0
CHEMBL225722,2,2,1.0,1,0
CHEMBL225727,2,2,1.0,1,0
CHEMBL225728,2,2,1.0,1,0
CHEMBL225729,2,2,1.0,1,0
CHEMBL225772,0,1,0.0,1,1
CHEMBL225773,2,2,1.0,1,0
CHEMBL225774,2,2,1.0,1,0
CHEMBL225781,2,2,1.0,1,0
CHEMBL225782,2,2,1.0,1,0
CHEMBL225788,1,1,1.0,1,0
