chembl_id,n_active,n_total,activity_rate,n_kinases,n_inactive
CHEMBL2207215,0,1,0.0,1,1
CHEMBL2207216,0,1,0.0,1,1
CHEMBL2207426,0,1,0.0,1,1
CHEMBL2207427,1,1,1.0,1,0
CHEMBL2207428,0,1,0.0,1,1
CHEMBL2207429,1,1,1.0,1,0
CHEMBL2207430,1,1,1.0,1,0
CHEMBL2207432,1,1,1.0,1,0
CHEMBL2207433,1,1,1.0,1,0
CHEMBL2207435,0,1,0.0,1,1
CHEMBL2207436,0,1,0.0,1,1
CHEMBL2207437,0,1,0.0,1,1
CHEMBL2207438,1,1,1.0,1,0
CHEMBL2207439,1,1,1.0,1,0
CHEMBL2207440,1,1,1.0,1,0
CHEMBL2207441,1,1,1.0,1,0
CHEMBL2207823,1,1,1.0,1,0
CHEMBL220940,0,2,0.0,1,2
CHEMBL221194,1,1,1.0,1,0
CHEMBL221432,0,1,0.0,1,1
CHEMBL221577,1,1,1.0,1,0
CHEMBL221583,1,1,1.0,1,0
CHEMBL221584,1,1,1.0,1,0
CHEMBL221635,1,1,1.0,1,0
CHEMBL221636,1,1,1.0,1,0
CHEMBL2216823,1,2,0.5,1,1
CHEMBL2216855,1,1,1.0,1,0
CHEMBL2216870,0,1,0.0,1,1
CHEMBL221689,1,1,1.0,1,0
CHEMBL2216895,1,1,1.0,1,0
CHEMBL221741,0,1,0.0,1,1
CHEMBL221758,1,1,1.0,1,0
CHEMBL2218927,0,1,0.0,1,1
CHEMBL221894,0,1,0.0,1,1
CHEMBL221959,7,16,0.4375,7,9
CHEMBL221982,0,1,0.0,1,1
CHEMBL222158,1,1,1.0,1,0
CHEMBL222185,0,1,0.0,1,1
CHEMBL222280,0,1,0.0,1,1
CHEMBL222483,0,1,0.0,1,1
CHEMBL222970,0,1,0.0,1,1
CHEMBL223070,1,1,1.0,1,0
CHEMBL223071,1,1,1.0,1,0
CHEMBL223360,0,3,0.0,3,3
CHEMBL223779,0,1,0.0,1,1
CHEMBL223867,0,5,0.0,1,5
CHEMBL224513,1,1,1.0,1,0
CHEMBL224656,0,1,0.0,1,1
CHEMBL224769,1,1,1.0,1,0
CHEMBL22539,0,2,0.0,2,2
CHEMBL225676,0,2,0.0,1,2
CHEMBL225730,0,2,0.0,1,2
CHEMBL225731,0,2,0.0,1,2
CHEMBL225785,0,2,0.0,1,2
CHEMBL225819,0,2,0.0,1,2
CHEMBL225838,0,2,0.0,1,2
CHEMBL225839,0,2,0.0,1,2
CHEMBL225840,0,2,0.0,1,2
CHEMBL225895,0,2,0.0,1,2
CHEMBL22618,1,1,1.0,1,0
CHEMBL2263376,0,2,0.0,1,2
CHEMBL2263377,0,2,0.0,1,2
CHEMBL2263378,0,2,0.0,1,2
CHEMBL2263379,0,2,0.0,1,2
CHEMBL2263380,0,2,0.0,1,2
CHEMBL2263381,0,2,0.0,1,2
CHEMBL2263382,0,3,0.0,1,3
CHEMBL22712,1,1,1.0,1,0
CHEMBL227370,2,2,1.0,1,0
CHEMBL227421,1,1,1.0,1,0
CHEMBL228043,0,3,0.0,2,3
CHEMBL22818,1,1,1.0,1,0
CHEMBL2289487,0,1,0.0,1,1
CHEMBL2289488,0,1,0.0,1,1
CHEMBL2289490,0,1,0.0,1,1
CHEMBL229046,1,1,1.0,1,0
CHEMBL229097,1,1,1.0,1,0
CHEMBL229098,1,1,1.0,1,0
CHEMBL2295936,1,3,0.3333333333333333,2,2
CHEMBL2295937,1,3,0.3333333333333333,2,2
CHEMBL2295938,1,3,0.3333333333333333,2,2
CHEMBL2295939,1,3,0.3333333333333333,2,2
CHEMBL2295940,1,3,0.3333333333333333,2,2
CHEMBL2295941,1,3,0.3333333333333333,2,2
CHEMBL2295942,1,3,0.3333333333333333,2,2
CHEMBL2295943,1,3,0.3333333333333333,2,2
CHEMBL2295944,1,3,0.3333333333333333,2,2
CHEMBL2295945,1,3,0.3333333333333333,2,2
CHEMBL2295946,1,3,0.3333333333333333,2,2
CHEMBL2295947,1,3,0.3333333333333333,2,2
CHEMBL2295948,0,3,0.0,2,3
CHEMBL2295949,0,3,0.0,2,3
CHEMBL2295950,0,3,0.0,2,3
CHEMBL2295951,1,3,0.3333333333333333,2,2
CHEMBL2295952,1,3,0.3333333333333333,2,2
CHEMBL2295953,0,3,0.0,2,3
CHEMBL2295954,1,3,0.3333333333333333,2,2
CHEMBL2295955,0,3,0.0,2,3
CHEMBL2295956,0,3,0.0,2,3
CHEMBL2295957,1,3,0.3333333333333333,2,2
CHEMBL2295958,1,3,0.3333333333333333,2,2
CHEMBL2295959,1,3,0.3333333333333333,2,2
CHEMBL2295960,1,3,0.3333333333333333,2,2
CHEMBL22978,1,5,0.2,5,4
CHEMBL230011,0,2,0.0,2,2
CHEMBL230048,3,3,1.0,2,0
CHEMBL230806,0,2,0.0,2,2
CHEMBL231095,1,1,1.0,1,0
CHEMBL231141,2,3,0.6666666666666666,2,1
CHEMBL2311568,0,2,0.0,1,2
CHEMBL2312559,1,1,1.0,1,0
CHEMBL2312560,1,1,1.0,1,0
CHEMBL2313821,0,4,0.0,2,4
CHEMBL2313844,0,4,0.0,2,4
CHEMBL2313850,0,4,0.0,2,4
CHEMBL2313853,1,5,0.2,3,4
CHEMBL2313884,1,3,0.3333333333333333,2,2
CHEMBL2313885,0,3,0.0,2,3
CHEMBL2313886,0,3,0.0,2,3
CHEMBL2313887,0,3,0.0,2,3
CHEMBL2313888,0,3,0.0,2,3
CHEMBL2313889,0,3,0.0,2,3
CHEMBL2313890,0,3,0.0,2,3
CHEMBL2313891,0,3,0.0,2,3
CHEMBL2313892,0,3,0.0,2,3
CHEMBL2313893,0,3,0.0,2,3
CHEMBL2313894,0,3,0.0,2,3
CHEMBL2313895,0,3,0.0,2,3
CHEMBL2313896,0,3,0.0,2,3
CHEMBL2313897,0,3,0.0,2,3
CHEMBL2313898,0,3,0.0,2,3
CHEMBL2313899,0,3,0.0,2,3
CHEMBL2313900,0,3,0.0,2,3
CHEMBL2313901,0,3,0.0,2,3
CHEMBL2313902,0,3,0.0,2,3
CHEMBL2313903,0,3,0.0,2,3
CHEMBL2313904,0,3,0.0,2,3
CHEMBL2313905,0,3,0.0,2,3
CHEMBL2313906,0,3,0.0,2,3
CHEMBL2313907,0,3,0.0,2,3
CHEMBL2313908,1,3,0.3333333333333333,2,2
CHEMBL2313909,0,3,0.0,2,3
CHEMBL2313910,0,3,0.0,2,3
CHEMBL2313911,0,3,0.0,2,3
CHEMBL2313912,1,3,0.3333333333333333,2,2
CHEMBL2313913,0,3,0.0,2,3
CHEMBL2313914,0,3,0.0,2,3
CHEMBL2313915,0,3,0.0,2,3
CHEMBL2313916,0,3,0.0,2,3
CHEMBL2313917,1,3,0.3333333333333333,2,2
CHEMBL2313918,0,3,0.0,2,3
CHEMBL2313919,0,3,0.0,2,3
CHEMBL2313920,0,3,0.0,2,3
CHEMBL2313921,0,3,0.0,2,3
CHEMBL2313922,0,3,0.0,2,3
CHEMBL2313923,1,3,0.3333333333333333,2,2
CHEMBL2313924,1,3,0.3333333333333333,2,2
CHEMBL2313925,1,3,0.3333333333333333,2,2
CHEMBL2313926,0,3,0.0,2,3
CHEMBL2313927,0,3,0.0,2,3
CHEMBL2314101,0,4,0.0,2,4
CHEMBL2314102,0,4,0.0,2,4
CHEMBL2314163,0,3,0.0,2,3
CHEMBL2314164,0,3,0.0,2,3
CHEMBL2314165,0,3,0.0,2,3
CHEMBL2314166,0,3,0.0,2,3
CHEMBL2314167,1,3,0.3333333333333333,2,2
CHEMBL2314168,0,3,0.0,2,3
CHEMBL2314169,0,3,0.0,2,3
CHEMBL2314170,0,3,0.0,2,3
CHEMBL2314433,0,2,0.0,1,2
CHEMBL2314434,0,2,0.0,1,2
CHEMBL2314435,0,2,0.0,1,2
CHEMBL2314436,0,2,0.0,1,2
CHEMBL2314437,0,2,0.0,1,2
CHEMBL2314438,0,2,0.0,1,2
CHEMBL2314439,0,2,0.0,1,2
CHEMBL2314440,0,2,0.0,1,2
CHEMBL2314441,0,2,0.0,1,2
CHEMBL2314442,0,2,0.0,1,2
CHEMBL2314443,0,2,0.0,1,2
CHEMBL2314444,0,2,0.0,1,2
CHEMBL2314445,0,2,0.0,1,2
CHEMBL2314446,0,2,0.0,1,2
CHEMBL2314447,0,2,0.0,1,2
CHEMBL2314448,0,2,0.0,1,2
CHEMBL2314449,0,2,0.0,1,2
CHEMBL2314450,0,2,0.0,1,2
CHEMBL2314451,0,2,0.0,1,2
CHEMBL2314452,0,2,0.0,1,2
CHEMBL2314453,0,2,0.0,1,2
CHEMBL2314454,0,2,0.0,1,2
CHEMBL2314455,0,2,0.0,1,2
CHEMBL2314456,0,2,0.0,1,2
CHEMBL2314457,0,2,0.0,1,2
CHEMBL2314458,0,2,0.0,1,2
CHEMBL2314459,0,2,0.0,1,2
CHEMBL2314460,0,2,0.0,1,2
CHEMBL2314461,0,2,0.0,1,2
CHEMBL2314462,0,2,0.0,1,2
CHEMBL2314463,0,2,0.0,1,2
CHEMBL2314464,0,2,0.0,1,2
CHEMBL2314465,0,2,0.0,1,2
CHEMBL2314466,0,2,0.0,1,2
CHEMBL2314467,0,2,0.0,1,2
CHEMBL2314468,0,2,0.0,1,2
CHEMBL2314469,0,2,0.0,1,2
CHEMBL2314470,0,2,0.0,1,2
CHEMBL2314471,0,2,0.0,1,2
CHEMBL2314472,0,2,0.0,1,2
CHEMBL2314473,0,2,0.0,1,2
CHEMBL2314474,0,2,0.0,1,2
CHEMBL2314475,0,2,0.0,1,2
CHEMBL2314476,0,2,0.0,1,2
CHEMBL2314477,0,2,0.0,1,2
CHEMBL2314478,0,2,0.0,1,2
CHEMBL2314479,0,2,0.0,1,2
CHEMBL2314750,0,1,0.0,1,1
CHEMBL2314751,0,1,0.0,1,1
CHEMBL231617,3,3,1.0,2,0
CHEMBL2321878,1,3,0.3333333333333333,3,2
CHEMBL2321945,0,3,0.0,3,3
CHEMBL2321946,0,3,0.0,3,3
CHEMBL2321947,0,3,0.0,3,3
CHEMBL2321948,2,3,0.6666666666666666,3,1
CHEMBL2321949,0,3,0.0,3,3
CHEMBL2321951,2,3,0.6666666666666666,3,1
CHEMBL2321952,3,3,1.0,3,0
CHEMBL2321953,0,3,0.0,3,3
CHEMBL2321954,0,3,0.0,3,3
CHEMBL2321955,0,3,0.0,3,3
CHEMBL2321956,0,3,0.0,3,3
CHEMBL2321957,0,3,0.0,3,3
CHEMBL2321958,1,3,0.3333333333333333,3,2
CHEMBL2321959,2,3,0.6666666666666666,3,1
CHEMBL2321960,0,3,0.0,3,3
CHEMBL2321961,2,3,0.6666666666666666,3,1
CHEMBL2321962,1,3,0.3333333333333333,3,2
CHEMBL2321963,0,3,0.0,3,3
CHEMBL2321964,1,3,0.3333333333333333,3,2
CHEMBL2321965,1,3,0.3333333333333333,3,2
CHEMBL2321967,1,3,0.3333333333333333,3,2
CHEMBL2321968,0,3,0.0,3,3
CHEMBL2321969,0,3,0.0,3,3
CHEMBL2321970,0,3,0.0,3,3
CHEMBL2321971,0,3,0.0,3,3
CHEMBL2321972,0,3,0.0,3,3
CHEMBL2321973,0,3,0.0,3,3
CHEMBL2321974,0,3,0.0,3,3
CHEMBL2321975,0,3,0.0,3,3
CHEMBL2322019,0,3,0.0,3,3
CHEMBL2324266,3,3,1.0,1,0
CHEMBL2324593,1,1,1.0,1,0
CHEMBL2324597,1,1,1.0,1,0
CHEMBL2325895,4,5,0.8,3,1
CHEMBL2325898,5,5,1.0,3,0
CHEMBL233008,1,1,1.0,1,0
CHEMBL233009,1,1,1.0,1,0
CHEMBL233010,1,1,1.0,1,0
CHEMBL233011,1,1,1.0,1,0
CHEMBL233012,1,1,1.0,1,0
CHEMBL2331657,1,1,1.0,1,0
CHEMBL2331658,1,1,1.0,1,0
CHEMBL2331659,1,1,1.0,1,0
CHEMBL2331660,1,1,1.0,1,0
CHEMBL2331661,1,1,1.0,1,0
CHEMBL2331662,1,1,1.0,1,0
CHEMBL2331663,1,1,1.0,1,0
CHEMBL2331664,1,1,1.0,1,0
CHEMBL2331665,1,1,1.0,1,0
CHEMBL2331666,1,1,1.0,1,0
CHEMBL2331667,1,1,1.0,1,0
CHEMBL2331668,1,1,1.0,1,0
CHEMBL2331669,1,1,1.0,1,0
CHEMBL233186,1,1,1.0,1,0
CHEMBL23327,0,1,0.0,1,1
CHEMBL233529,1,1,1.0,1,0
CHEMBL2337554,2,2,1.0,1,0
CHEMBL234059,1,1,1.0,1,0
CHEMBL234060,1,1,1.0,1,0
CHEMBL234200,1,1,1.0,1,0
CHEMBL234617,1,1,1.0,1,0
CHEMBL2347710,0,2,0.0,1,2
CHEMBL2347723,2,2,1.0,1,0
CHEMBL2347725,2,2,1.0,1,0
CHEMBL2348723,0,4,0.0,3,4
CHEMBL2348724,0,4,0.0,3,4
CHEMBL2348725,0,4,0.0,3,4
CHEMBL2348726,0,4,0.0,3,4
CHEMBL2348727,0,4,0.0,3,4
CHEMBL2348728,0,4,0.0,3,4
CHEMBL2348729,0,4,0.0,3,4
CHEMBL2348730,0,4,0.0,3,4
CHEMBL2348731,0,4,0.0,3,4
CHEMBL2348732,0,4,0.0,3,4
CHEMBL2348733,0,4,0.0,3,4
CHEMBL2348734,0,4,0.0,3,4
CHEMBL2348735,0,4,0.0,3,4
CHEMBL2348736,0,4,0.0,3,4
CHEMBL2348737,0,4,0.0,3,4
CHEMBL2348738,0,4,0.0,3,4
CHEMBL2348739,0,4,0.0,3,4
CHEMBL2348740,0,4,0.0,3,4
CHEMBL2348741,0,4,0.0,3,4
CHEMBL2348742,0,4,0.0,3,4
CHEMBL2348743,0,4,0.0,3,4
CHEMBL2348744,0,4,0.0,3,4
CHEMBL2348745,0,4,0.0,3,4
CHEMBL2348746,0,4,0.0,3,4
CHEMBL2348747,0,4,0.0,3,4
CHEMBL2348748,0,4,0.0,3,4
CHEMBL2348749,0,4,0.0,3,4
CHEMBL2348750,0,4,0.0,3,4
CHEMBL2349388,0,1,0.0,1,1
CHEMBL2349392,0,1,0.0,1,1
CHEMBL2349398,0,1,0.0,1,1
CHEMBL2349411,0,1,0.0,1,1
CHEMBL2349509,0,1,0.0,1,1
CHEMBL2349510,0,1,0.0,1,1
CHEMBL2349512,0,1,0.0,1,1
CHEMBL2349514,0,1,0.0,1,1
CHEMBL2349516,0,1,0.0,1,1
CHEMBL2349518,0,1,0.0,1,1
CHEMBL2349522,0,1,0.0,1,1
CHEMBL235056,0,1,0.0,1,1
CHEMBL235088,1,1,1.0,1,0
CHEMBL235090,0,1,0.0,1,1
CHEMBL235091,0,1,0.0,1,1
CHEMBL235093,0,1,0.0,1,1
CHEMBL235305,0,1,0.0,1,1
CHEMBL235478,0,1,0.0,1,1
CHEMBL23552,0,1,0.0,1,1
CHEMBL235658,1,1,1.0,1,0
CHEMBL235685,0,1,0.0,1,1
CHEMBL235686,0,1,0.0,1,1
CHEMBL235687,0,1,0.0,1,1
CHEMBL235695,0,1,0.0,1,1
CHEMBL236115,0,1,0.0,1,1
CHEMBL2364580,0,2,0.0,2,2
CHEMBL2367577,0,1,0.0,1,1
CHEMBL2367579,0,1,0.0,1,1
CHEMBL2367580,0,1,0.0,1,1
CHEMBL2367583,0,1,0.0,1,1
CHEMBL2368961,0,1,0.0,1,1
CHEMBL236973,0,1,0.0,1,1
CHEMBL2371685,0,1,0.0,1,1
CHEMBL2371770,2,2,1.0,1,0
CHEMBL237381,0,1,0.0,1,1
CHEMBL2375365,1,1,1.0,1,0
CHEMBL2375953,1,1,1.0,1,0
CHEMBL2375954,1,1,1.0,1,0
CHEMBL2375955,1,1,1.0,1,0
CHEMBL2375956,1,1,1.0,1,0
CHEMBL2375957,1,1,1.0,1,0
CHEMBL2375958,1,1,1.0,1,0
CHEMBL2375959,1,1,1.0,1,0
CHEMBL2375960,1,1,1.0,1,0
CHEMBL2375961,1,1,1.0,1,0
CHEMBL2375962,1,1,1.0,1,0
CHEMBL2375963,1,1,1.0,1,0
CHEMBL2375964,1,1,1.0,1,0
CHEMBL2375965,1,1,1.0,1,0
CHEMBL2375966,1,1,1.0,1,0
CHEMBL2375967,1,1,1.0,1,0
CHEMBL2375968,1,1,1.0,1,0
CHEMBL2375969,1,1,1.0,1,0
CHEMBL2375970,1,1,1.0,1,0
CHEMBL2376092,1,1,1.0,1,0
CHEMBL2376093,1,1,1.0,1,0
CHEMBL2376094,1,1,1.0,1,0
CHEMBL2376095,1,1,1.0,1,0
CHEMBL2376096,1,1,1.0,1,0
CHEMBL2376906,0,1,0.0,1,1
CHEMBL2376915,0,1,0.0,1,1
CHEMBL2376922,0,1,0.0,1,1
CHEMBL2376930,0,1,0.0,1,1
CHEMBL237839,0,1,0.0,1,1
CHEMBL23828,1,1,1.0,1,0
CHEMBL239140,1,1,1.0,1,0
CHEMBL239160,1,1,1.0,1,0
CHEMBL2396661,0,1,0.0,1,1
CHEMBL239698,4,4,1.0,3,0
CHEMBL2397186,0,1,0.0,1,1
CHEMBL239996,0,1,0.0,1,1
CHEMBL240207,1,1,1.0,1,0
CHEMBL2403813,1,1,1.0,1,0
CHEMBL2403814,1,1,1.0,1,0
CHEMBL2403815,1,1,1.0,1,0
CHEMBL2403816,1,1,1.0,1,0
CHEMBL2403817,1,1,1.0,1,0
CHEMBL2403818,1,1,1.0,1,0
CHEMBL2403819,1,1,1.0,1,0
CHEMBL2403820,1,1,1.0,1,0
CHEMBL2403821,1,1,1.0,1,0
CHEMBL2403874,1,1,1.0,1,0
CHEMBL2403875,1,1,1.0,1,0
CHEMBL2403879,0,1,0.0,1,1
CHEMBL240413,1,1,1.0,1,0
CHEMBL240415,0,1,0.0,1,1
CHEMBL240429,0,1,0.0,1,1
CHEMBL240510,0,1,0.0,1,1
CHEMBL240714,1,2,0.5,1,1
CHEMBL240716,0,1,0.0,1,1
CHEMBL240717,0,1,0.0,1,1
CHEMBL240829,1,1,1.0,1,0
CHEMBL240830,1,1,1.0,1,0
CHEMBL2408788,2,2,1.0,1,0
CHEMBL2408789,1,1,1.0,1,0
CHEMBL2408790,1,1,1.0,1,0
CHEMBL2409847,1,2,0.5,2,1
CHEMBL2409891,1,2,0.5,2,1
CHEMBL241040,1,1,1.0,1,0
CHEMBL241408,0,2,0.0,1,2
CHEMBL241735,0,1,0.0,1,1
CHEMBL2424679,0,1,0.0,1,1
CHEMBL2425487,5,6,0.8333333333333334,2,1
CHEMBL2426459,1,1,1.0,1,0
CHEMBL2426460,1,1,1.0,1,0
CHEMBL2426557,1,1,1.0,1,0
CHEMBL2426558,1,1,1.0,1,0
CHEMBL2426559,1,1,1.0,1,0
CHEMBL2426560,1,1,1.0,1,0
CHEMBL2426561,1,1,1.0,1,0
CHEMBL2426575,0,1,0.0,1,1
CHEMBL2426576,0,1,0.0,1,1
CHEMBL2426577,0,1,0.0,1,1
CHEMBL2426578,0,1,0.0,1,1
CHEMBL2426579,0,1,0.0,1,1
CHEMBL2426580,0,1,0.0,1,1
CHEMBL2426581,1,1,1.0,1,0
CHEMBL2426582,1,1,1.0,1,0
CHEMBL2426583,1,1,1.0,1,0
CHEMBL2426584,0,1,0.0,1,1
CHEMBL2426585,1,1,1.0,1,0
CHEMBL2426586,0,1,0.0,1,1
CHEMBL2426587,0,1,0.0,1,1
CHEMBL2426588,1,1,1.0,1,0
CHEMBL2426589,1,1,1.0,1,0
CHEMBL2426590,1,1,1.0,1,0
CHEMBL2426591,1,1,1.0,1,0
CHEMBL2426592,0,1,0.0,1,1
CHEMBL2426593,1,1,1.0,1,0
CHEMBL2426594,0,1,0.0,1,1
CHEMBL2426595,0,1,0.0,1,1
CHEMBL2426596,1,1,1.0,1,0
CHEMBL2426597,0,1,0.0,1,1
CHEMBL2426598,1,1,1.0,1,0
CHEMBL2430323,1,1,1.0,1,0
CHEMBL2430324,1,1,1.0,1,0
CHEMBL2431324,2,3,0.6666666666666666,1,1
CHEMBL2436976,1,1,1.0,1,0
CHEMBL2436978,1,1,1.0,1,0
CHEMBL2436979,0,1,0.0,1,1
CHEMBL2436980,0,1,0.0,1,1
CHEMBL2436981,1,1,1.0,1,0
CHEMBL2436982,1,1,1.0,1,0
CHEMBL2436983,1,1,1.0,1,0
CHEMBL243987,0,1,0.0,1,1
CHEMBL244614,0,1,0.0,1,1
CHEMBL244615,0,1,0.0,1,1
CHEMBL244824,0,1,0.0,1,1
CHEMBL244825,0,1,0.0,1,1
CHEMBL244826,0,1,0.0,1,1
CHEMBL245043,0,1,0.0,1,1
CHEMBL24609,1,10,0.1,3,9
CHEMBL247228,1,1,1.0,1,0
CHEMBL247479,1,1,1.0,1,0
CHEMBL24828,0,3,0.0,3,3
CHEMBL248320,0,1,0.0,1,1
CHEMBL248676,1,1,1.0,1,0
CHEMBL248706,0,1,0.0,1,1
CHEMBL248707,0,1,0.0,1,1
CHEMBL248768,1,1,1.0,1,0
CHEMBL248897,0,1,0.0,1,1
CHEMBL248898,0,1,0.0,1,1
CHEMBL249097,1,1,1.0,1,0
CHEMBL249098,1,1,1.0,1,0
CHEMBL249316,0,1,0.0,1,1
CHEMBL249317,1,1,1.0,1,0
CHEMBL249318,1,1,1.0,1,0
CHEMBL249326,1,1,1.0,1,0
CHEMBL249327,1,1,1.0,1,0
CHEMBL249514,0,1,0.0,1,1
CHEMBL249526,1,1,1.0,1,0
CHEMBL249527,1,1,1.0,1,0
CHEMBL249697,0,2,0.0,2,2
CHEMBL249713,1,1,1.0,1,0
CHEMBL249729,1,1,1.0,1,0
CHEMBL249730,1,1,1.0,1,0
CHEMBL249916,1,1,1.0,1,0
CHEMBL249917,1,1,1.0,1,0
CHEMBL249918,1,1,1.0,1,0
CHEMBL249936,1,1,1.0,1,0
CHEMBL249937,1,1,1.0,1,0
CHEMBL249980,1,1,1.0,1,0
CHEMBL250139,1,1,1.0,1,0
CHEMBL250140,1,1,1.0,1,0
CHEMBL250322,1,1,1.0,1,0
CHEMBL250323,1,1,1.0,1,0
CHEMBL250324,1,1,1.0,1,0
CHEMBL250340,0,1,0.0,1,1
CHEMBL250344,1,1,1.0,1,0
CHEMBL250391,1,1,1.0,1,0
CHEMBL250542,0,1,0.0,1,1
CHEMBL250543,1,1,1.0,1,0
CHEMBL250548,1,1,1.0,1,0
CHEMBL250549,1,1,1.0,1,0
CHEMBL250550,1,1,1.0,1,0
CHEMBL250588,1,1,1.0,1,0
CHEMBL250601,1,1,1.0,1,0
CHEMBL250752,1,1,1.0,1,0
CHEMBL250753,1,1,1.0,1,0
CHEMBL250754,1,1,1.0,1,0
CHEMBL250791,1,1,1.0,1,0
CHEMBL250800,1,1,1.0,1,0
CHEMBL250902,0,1,0.0,1,1
CHEMBL250970,1,1,1.0,1,0
CHEMBL250971,1,1,1.0,1,0
CHEMBL250988,1,1,1.0,1,0
CHEMBL250994,1,1,1.0,1,0
CHEMBL251017,0,1,0.0,1,1
CHEMBL251096,0,1,0.0,1,1
CHEMBL251184,1,1,1.0,1,0
CHEMBL251185,1,1,1.0,1,0
CHEMBL251382,1,1,1.0,1,0
CHEMBL251548,0,1,0.0,1,1
CHEMBL251549,1,1,1.0,1,0
CHEMBL251589,1,1,1.0,1,0
CHEMBL251758,1,1,1.0,1,0
CHEMBL251759,1,1,1.0,1,0
CHEMBL252164,0,1,0.0,1,1
CHEMBL25219,1,1,1.0,1,0
CHEMBL252937,1,1,1.0,1,0
CHEMBL255128,1,1,1.0,1,0
CHEMBL255381,1,1,1.0,1,0
CHEMBL255630,1,1,1.0,1,0
CHEMBL255631,1,1,1.0,1,0
CHEMBL255863,1,2,0.5,2,1
CHEMBL256076,1,1,1.0,1,0
CHEMBL256189,1,1,1.0,1,0
CHEMBL256401,1,1,1.0,1,0
CHEMBL257167,0,1,0.0,1,1
CHEMBL257219,1,1,1.0,1,0
CHEMBL257695,0,1,0.0,1,1
CHEMBL257736,1,1,1.0,1,0
CHEMBL258513,0,1,0.0,1,1
CHEMBL258618,1,1,1.0,1,0
CHEMBL258845,1,1,1.0,1,0
CHEMBL259060,0,1,0.0,1,1
CHEMBL259084,4,7,0.5714285714285714,5,3
CHEMBL259388,0,2,0.0,1,2
CHEMBL259554,0,1,0.0,1,1
CHEMBL259720,1,1,1.0,1,0
CHEMBL259850,1,1,1.0,1,0
CHEMBL259925,0,1,0.0,1,1
CHEMBL260064,1,1,1.0,1,0
CHEMBL260065,0,1,0.0,1,1
CHEMBL26074,8,8,1.0,1,0
CHEMBL261095,4,4,1.0,4,0
CHEMBL261131,0,1,0.0,1,1
CHEMBL261325,0,1,0.0,1,1
CHEMBL261413,1,1,1.0,1,0
CHEMBL261693,4,4,1.0,4,0
CHEMBL261849,0,4,0.0,4,4
CHEMBL261850,0,1,0.0,1,1
CHEMBL262276,1,1,1.0,1,0
CHEMBL262285,2,2,1.0,1,0
CHEMBL262286,1,1,1.0,1,0
CHEMBL262494,1,1,1.0,1,0
CHEMBL262742,0,2,0.0,1,2
CHEMBL262895,1,1,1.0,1,0
CHEMBL26341,0,8,0.0,1,8
CHEMBL263528,1,1,1.0,1,0
CHEMBL264267,0,1,0.0,1,1
CHEMBL264280,1,1,1.0,1,0
CHEMBL264293,1,1,1.0,1,0
CHEMBL26440,0,8,0.0,1,8
CHEMBL264406,2,3,0.6666666666666666,3,1
CHEMBL264533,1,1,1.0,1,0
CHEMBL26501,13,13,1.0,5,0
CHEMBL265130,0,1,0.0,1,1
CHEMBL265251,1,1,1.0,1,0
CHEMBL265502,0,1,0.0,1,1
CHEMBL265559,1,1,1.0,1,0
CHEMBL265875,1,1,1.0,1,0
CHEMBL265891,1,1,1.0,1,0
CHEMBL266483,8,8,1.0,1,0
CHEMBL266487,17,19,0.8947368421052632,3,2
CHEMBL266951,0,8,0.0,1,8
CHEMBL267126,8,8,1.0,1,0
CHEMBL267348,1,1,1.0,1,0
CHEMBL267386,8,8,1.0,1,0
CHEMBL26817,8,8,1.0,1,0
CHEMBL268292,8,8,1.0,1,0
CHEMBL268368,0,1,0.0,1,1
CHEMBL268529,8,8,1.0,1,0
CHEMBL26872,8,8,1.0,1,0
CHEMBL268769,8,8,1.0,1,0
CHEMBL268790,1,1,1.0,1,0
CHEMBL268888,8,8,1.0,1,0
CHEMBL269264,11,11,1.0,2,0
CHEMBL26936,8,8,1.0,1,0
CHEMBL269538,6,12,0.5,7,6
CHEMBL269727,1,1,1.0,1,0
CHEMBL26996,8,8,1.0,1,0
CHEMBL270002,1,1,1.0,1,0
CHEMBL270346,0,1,0.0,1,1
CHEMBL270657,1,1,1.0,1,0
CHEMBL270686,1,1,1.0,1,0
CHEMBL270687,1,1,1.0,1,0
CHEMBL270722,4,4,1.0,1,0
CHEMBL270724,4,4,1.0,1,0
CHEMBL270842,1,1,1.0,1,0
CHEMBL270897,1,1,1.0,1,0
CHEMBL270926,1,1,1.0,1,0
CHEMBL271020,1,1,1.0,1,0
CHEMBL271059,1,1,1.0,1,0
CHEMBL271195,1,1,1.0,1,0
CHEMBL271443,1,1,1.0,1,0
CHEMBL271505,1,1,1.0,1,0
CHEMBL271597,1,1,1.0,1,0
CHEMBL271638,1,1,1.0,1,0
CHEMBL271645,1,1,1.0,1,0
CHEMBL271848,1,1,1.0,1,0
CHEMBL271922,1,1,1.0,1,0
CHEMBL272108,1,1,1.0,1,0
CHEMBL272142,1,1,1.0,1,0
CHEMBL272361,1,1,1.0,1,0
CHEMBL272535,1,1,1.0,1,0
CHEMBL272573,1,1,1.0,1,0
CHEMBL27266,5,7,0.7142857142857143,1,2
CHEMBL272731,1,1,1.0,1,0
CHEMBL272989,1,1,1.0,1,0
CHEMBL273101,4,4,1.0,1,0
CHEMBL27387,8,8,1.0,1,0
CHEMBL274201,1,1,1.0,1,0
CHEMBL274732,1,1,1.0,1,0
