molregno,canonical_smiles
438905,CC(C)S(=O)(=O)n1c(N)nc2ccc(-c3[nH]c(-c4c(Cl)cccc4C(F)(F)F)nc3-c3ccccc3)cc21.CS(=O)(=O)O
441508,COc1ccnc2c1c(-c1ccnc(N)n1)cn2C
439081,CC(C)(C)Cn1cnc2ccc(-c3[nH]c(C(C)(C)C)nc3-c3ccc(F)cc3F)nc21.CS(=O)(=O)O
441561,COc1ccnc2[nH]cc(-c3ccnc(N)n3)c12
441563,CCCOc1ccnc2[nH]cc(-c3ccnc(N)n3)c12
439926,Cc1cc(=O)oc2cc3c([N+](=O)[O-])c(O)ccc3cc12
439928,O=C(O)/C=C/c1cc(Br)c(Br)c(Br)c1Br
438565,CS(=O)(=O)O.Cc1nc(-c2ccc(F)cc2F)c(-c2ccc3nc(N)n(S(=O)(=O)C(C)C)c3c2)[nH]1
441566,Nc1nccc(-c2c[nH]c3nccc(O)c23)n1
441461,COc1ccnc2[nH]cc(-c3ccnc(SC)n3)c12
437927,CN1CCN(C(=O)c2cccc(Nc3nc4nc5c(cnn35)CCCCC(=O)Nc3cccc(c3)N4)c2)CC1
438570,CS(=O)(=O)O.Cc1nc(-c2ccc(F)cc2)c(-c2ccc3nc(N)n(S(=O)(=O)C(C)C)c3c2)[nH]1
441505,Nc1nccc(-c2c[nH]c3nc(Br)ccc23)n1
438528,CC(C)S(=O)(=O)n1c(N)nc2ccc(-c3[nH]c(-c4ccccc4C(F)(F)F)nc3-c3ccccc3)cc21
439137,CC(C)Cn1cnc2ccc(-c3[nH]c(C(C)(C)C)nc3-c3ccc(F)cc3F)nc21.CS(=O)(=O)O
441510,Nc1nccc(-c2c[nH]c3nccc(Cl)c23)n1
434278,CN1C[C@H](O)C[C@H]1CN1CCC(c2cc(-c3ccncc3)c(-c3ccc(F)cc3)[nH]2)CC1
437714,CN1CCC(N(C)C(=O)c2cccc(Nc3nc4nc5c(cnn35)CCCCC(=O)Nc3cccc(c3)N4)c2)CC1
437838,CN1CC(NC(=O)c2cccc(Nc3nc4nc5c(cnn35)CCCCC(=O)Nc3cccc(c3)N4)c2)C1
434433,CN1CC[C@H]1CN1CCC(c2cc(-c3ccncc3)c(-c3ccc(F)cc3)[nH]2)CC1
438658,CC(C)S(=O)(=O)n1c(N)nc2ccc(-c3[nH]c(-c4c(F)cccc4F)nc3-c3ccccc3)nc21.CS(=O)(=O)O
438954,CC(C)S(=O)(=O)n1c(N)nc2ccc(-c3[nH]c(-c4c(F)cccc4Cl)nc3-c3ccccc3)cc21.CS(=O)(=O)O
434590,CC(=O)N1CCN(C(C)=O)C(CN2CCC(c3cc(-c4ccncc4)c(-c4ccc(F)cc4)[nH]3)CC2)C1
438810,CS(=O)(=O)O.Fc1cccc(F)c1-c1nc(-c2ccccc2)c(-c2ccc3nc[nH]c3c2)[nH]1
434676,Fc1ccc(-c2[nH]c(C3CCN(CC4CNCCO4)CC3)cc2-c2ccncc2)cc1
34997,CC(C)[C@H]1C(=O)N[C@H](CO)Cc2c[nH]c3cccc(c23)N1C
438424,CC(C)Cn1cnc2ccc(-c3[nH]c(-c4c(Cl)cccc4Cl)nc3-c3ccc(F)cc3F)nc21.CS(=O)(=O)O
438617,CC(C)Cn1cnc2ccc(-c3[nH]c(-c4c(F)cccc4F)nc3-c3ccccc3)nc21.CS(=O)(=O)O
439791,Cc1c(Br)c(=O)oc2c(Br)c(O)ccc12
35186,O=C1NC(=O)c2c1c1c3ccccc3n3c1c1c2c2ccccc2n1C[S+]([O-])C3
439083,CC(C)(C)Cn1cnc2ccc(-c3[nH]c(-c4c(Cl)cccc4Cl)nc3-c3ccc(F)cc3)nc21.CS(=O)(=O)O
282375,COCCN(C)CCN1CCC(n2cc(-c3cccc(OC)c3)c3c(N)ncnc32)CC1
3864,CCCCC(=O)OCC(=O)[C@@]1(O)Cc2c(O)c3c(c(O)c2[C@H](O[C@H]2C[C@H](NCc4ccccc4)[C@@H](O)[C@@H](C)C2)C1)C(=O)c1c(OC)cccc1C3=O
11248,CCCCCCCCCCCCCC(=O)O[C@@H]1CC(=O)O[C@H]1CO
14883,Nc1nc(O)c2[nH]c(SCc3ccc(Cl)cc3)nc2n1
28926,OC1(c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)CCCCCC1
34952,CCCC(=O)O[C@@H]1[C@@H](C)[C@@]2(O)[C@@H](C=C(CO)C[C@]3(O)C(=O)C(C)=C[C@@H]23)[C@@H]2C(C)(C)[C@]12OC(=O)CCC
52172,CCOCc1ccc2c(c1)c1c3c(c4c5cc(COCC)ccc5n5c4c1n2[C@H]1C[C@](O)(C(=O)OC)[C@]5(C)O1)CNC3=O
19081,Oc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1
318102,COc1cc(OC)cc(-c2cc3cnc(NCCCO)cc3nc2NC(=O)NC(C)(C)C)c1
29155,CC(C)(C)c1nc(-c2ccccc2)c(-c2ccncc2)[nH]1
19517,O=P(O)(O)O[C@@H]1[C@H](O)[C@H](O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H]1O
1564,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12
28875,CN1CCC(O)(c2nc(-c3ccncc3)c(-c3ccc(F)cc3)o2)CC1
28896,CN1CCC(O)(c2nc(-c3ccc(F)cc3)c(-c3ccncc3)s2)CC1
42744,Nc1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnc2cn1
28874,CN1CCC(O)(c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)CC1
35188,O=C1NCc2c1c1c3ccccc3n3c1c1c2c2ccccc2n1CS(=O)(=O)C3
39959,CCCCCCCCCCCCCC(=O)O[C@@H]1CC(=O)O[C@H]1CCO
42509,c1ccc(Cn2cnc3ccc(Nc4ncnc5ccccc45)cc32)cc1
35352,COC(=O)[C@@]1(O)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4
35344,CN1Cn2c3ccccc3c3c4c(c5c6ccccc6n(c5c32)C1)C(=O)NC4=O
35328,CCOC(=O)C1n2c3ccccc3c3c4c(c5c6ccccc6n(c5c32)CS1(=O)=O)C(=O)NC4=O
35126,NC1=NC(=O)c2c1c1c3ccccc3n3c1c1c2c2ccccc2n1CSC3
35225,CC1n2c3ccccc3c3c4c(c5c6ccccc6n(c5c32)C(C)S1(=O)=O)C(=O)NC4=O
35137,O=C1NC(=O)c2c1c1c3ccccc3n3c1c1c2c2ccccc2n1CS(=O)(=O)C3
35844,O=C1NC(=O)c2c1c1c3ccccc3n3c1c1c2c2ccccc2n1C1COCC3S1(=O)=O
35350,O=C1NC(=O)c2c1c1c3ccccc3n3c1c1c2c2ccccc2n1CSC3
35307,NC1=NC(=O)c2c1c1c3ccccc3n3c1c1c2c2ccccc2n1COC3
28898,CN1CCC(O)(c2cc(-c3ccncc3)c(-c3ccc(F)cc3)[nH]2)CC1
42886,c1ccc(Cn2ncc3cc(Nc4ncnc5ccccc45)ccc32)cc1
35364,O=C1NC(=O)c2c1c1c3ccccc3n3c1c1c2c2ccccc2n1COC3
40046,CCCCCCCCCCCCCCOC(=O)[C@@H]1CC(=O)O[C@H]1CO
31509,Cn1sc(=O)n(Cc2ccccc2)c1=O
42238,C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1
35323,O=C1NC(=O)c2c1c1c3ccccc3n3c1c1c2c2ccccc2n1CN(C(CO)CO)C3
34912,CCCCCCCCc1ccc2c3c(c[nH]c13)C[C@@H](CO)NC(=O)[C@H](C(C)C)N2C
42426,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12
36839,Nc1ccc(S(=O)(=O)Nc2nncs2)cc1
42616,c1ccc(Cn2ccc3cc(Nc4ncnc5ccccc45)ccc32)cc1
52868,Oc1[nH]c(Nc2ccccc2)nc2ncnc1-2
40128,CCCCCCCCCCCCCCC(=O)[C@@H]1CC(=O)O[C@H]1CO
52975,CCSCc1ccc2c(c1)c1c3c(c4c5ccccc5n5c4c1n2[C@@]1(C)O[C@@H]5C[C@]1(O)C(=O)OC)C(=O)NC3
39965,CCCCCCCCCCCCCCOC(=O)C[C@@H]1CC(=O)O[C@H]1CO
62111,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl
55972,CC(C)(C)c1cccc(-c2nc3cc(C(=N)N)ccc3[nH]2)c1O
42746,Nc1cc2c(Nc3ccc4c(ccn4Cc4ccccc4)c3)ncnc2cn1
65482,CCc1cn([C@H]2C[C@H](O)[C@@H](CNC(=O)C3c4ccccc4Sc4ccccc43)O2)c(=O)[nH]c1=O
66019,CCc1cn([C@@H]2O[C@H](CNC(=O)C3c4ccccc4S(=O)(=O)c4c(Cl)cccc43)[C@@H](O)[C@@H]2F)c(=O)[nH]c1=O
52326,COC(=O)[C@@]1(O)C[C@H]2O[C@]1(C)n1c3ccc(CSC(C)C)cc3c3c4c(c5c6cc(CSC(C)C)ccc6n2c5c31)C(=O)NC4
52327,COCc1ccc2c(c1)c1c3c(c4c5cc(COC)ccc5n5c4c1n2[C@H]1C[C@](O)(C(=O)OC)[C@]5(C)O1)CNC3=O
52028,C=CCSCc1ccc2c(c1)c1c3c(c4c5cc(CSCC=C)ccc5n5c4c1n2[C@H]1C[C@](O)(C(=O)OC)[C@]5(C)O1)CNC3=O
59963,CC(C)C(CC(=O)OC[C@H](CO)OC(=O)CC(C(C)C)C(C)C)C(C)C
65899,CCc1cn([C@@H]2O[C@H](CNC(=O)C3c4ccccc4Oc4c(C)cccc43)[C@@H](O)[C@@H]2F)c(=O)[nH]c1=O
57737,N=C(N)c1ccc(Oc2ccc(-c3cc4ccc(C(=N)N)cc4[nH]3)cc2)cc1
52029,COC(=O)[C@@]1(O)C[C@H]2O[C@]1(C)n1c3ccc(CO)cc3c3c4c(c5c6cc(CO)ccc6n2c5c31)C(=O)NC4
56375,CC(C)(N)CNC(=O)c1ccc2[nH]c(-c3cc(C(C)(C)C)cc(C(C)(C)C)c3O)nc2c1
52141,CCSCc1ccc2c(c1)c1c3c(c4c5cc(CSCC)ccc5n5c4c1n2[C@H]1C[C@](O)(C(=O)OC)[C@]5(C)O1)CNC3=O
65346,CCc1cn([C@@H]2O[C@H](CNC(=O)C3c4ccccc4S(=O)(=O)c4ccccc43)[C@@H](O)[C@@H]2F)c(=O)[nH]c1=O
57465,N=C(N)c1ccc2nc(-c3ccc(Oc4ccccc4)cc3)oc2c1
66851,CCc1cn([C@H]2C[C@H](O)[C@@H](CNC(=O)Cc3ccccc3Cl)O2)c(=O)[nH]c1=O
88648,O=C(Nc1ccc(Cl)c(Cl)c1)c1cc(Cl)cc(Cl)c1O
103577,Nc1nc(N)c(F)c(-n2nc(-c3ccncc3)c(-c3ccc(F)cc3)n2)c1F
81486,O=C1C(c2c[nH]c3ccccc23)=C(c2c[nH]c3ccccc23)C(=O)N1O
81857,CN1C(=O)C(c2c[nH]c3ccccc23)=C(c2c[nH]c3ccccc23)C1=O
89062,CCN(CC)CCCNc1ncc2cc(-c3c(C)cccc3C)c(NC(=O)NC(C)(C)C)nc2n1
104068,Nc1nc(F)c(F)c(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)o2)c1F
92654,O=C1NCc2c1c1c3ccccc3[nH]c1c1c2c2ccccc2n1CC(O)CO
83427,Cn1cc(C2=C(c3cn(C4CCN(Cc5ccccc5)C4)c4ccccc34)C(=O)NC2=O)c2ccccc21
99371,Oc1[nH]c(NCc2ccccc2)nc2ncnc1-2
89624,C=CCNC(=O)Nc1nc2nc(NCCCN3CCN(C)CC3)ncc2cc1-c1c(Cl)cccc1Cl
94181,CC(C)(C)c1ccc(CSc2ncnc3c2ncn3[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1
94540,OC[C@H]1O[C@@H](n2cnc3c(SCc4ccccc4Cl)ncnc32)[C@H](O)[C@@H]1O
87462,CC(C)CC(=O)OC[C@H](CO)OC(=O)CC(C)C
87599,CC(C)CC(=O)OC[C@H](CO)OC(=O)CC(C(C)C)C(C)C
101939,O=C1NC(=O)C2=C1c1cn(c3ccccc13)CCO[C@H](CO)CCn1cc2c2ccccc21
89119,CCN(CC)C(=O)Nc1nc2nc(NCCCN3CCN(C)CC3)ncc2cc1-c1c(Cl)cccc1Cl
95093,O=C1OCC2O[C@@H](O)C3OC(=O)c4cc(O)c(O)c(O)c4-c4c(cc(O)c(O)c4O)C(=O)OC3C2OC(=O)c2cc(O)c(O)c(O)c2-c2c1cc(O)c(O)c2O
92683,N#CCCn1c2ccccc2c2c3c(c4c5ccccc5[nH]c4c21)C(=O)NC3
89091,CCN(CC)CCCCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(NC(=O)NC3CCCCC3)nc2n1
88888,Cc1ccc(NC(=O)Nc2nc3nc(NCCCN4CCN(C)CC4)ncc3cc2-c2c(Cl)cccc2Cl)cc1
82538,COc1cccc(C2=C(c3cn(C)c4ccccc34)C(=O)NC2=O)c1
88986,Cc1cc(C)c(C)c(-c2cc3cnc(N)nc3nc2N)c1C
99752,OCc1cccc(Nc2nc(O)c3[nH]cnc3n2)c1
87764,CC(C)=CC(=O)OC[C@H](CO)OC(=O)CC(C)C
87578,CC(C)CC(=O)O[C@@H](CO)COC(=O)CC(C(C)C)C(C)C
81847,CCCn1cc(C2=C(c3cn(C)c4ccccc34)C(=O)NC2=O)c2ccccc21
87448,N#CC(C#N)=C1C(=O)Nc2ccccc21
94768,Oc1cc2c(c(O)c1O)-c1c(cc(O)c(O)c1O)COC2
103923,Fc1ccc(-c2ncsc2-c2ccncc2)cc1
101900,O=C1NC(=O)C2=C1c1cn(c3ccccc13)CCCOC(CO)CCn1cc2c2ccccc21
98960,Oc1[nH]c(NCc2ccc(Cl)cc2)nc2ncnc1-2
87409,CC(C)C(=CC(=O)OC[C@H](CO)OC(=O)CC(C(C)C)C(C)C)C(C)C
89153,CN(C)CCCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(NC(=O)NC(C)(C)C)nc2n1
81822,O=C1OC(=O)C(c2c[nH]c3ccccc23)=C1c1c[nH]c2ccccc12
92618,CCCn1c2ccccc2c2c3c(c4c5ccccc5n(CCC)c4c21)C(=O)NC3
88924,CN1CCN(CCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(NC(=O)Nc4ccc(C(F)(F)F)cc4)nc3n2)CC1
94220,Cc1ccc(CSc2ncnc3c2ncn3[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1
99530,OCCCCCNc1nc(O)c2[nH]cnc2n1
65787,CCc1cn([C@@H]2O[C@H](CNC(=O)C3c4ccccc4Sc4c(Cl)cccc43)[C@@H](O)[C@@H]2F)c(=O)[nH]c1=O
66638,Fc1ccc(-c2[nH]nnc2-c2ccncc2)cc1
76990,CCCCCCCCCCCCCCCC1(OC)C[N+](C)(C)CCO1.[Br-]
81143,Cn1cc(C2=C(c3cccc(C(F)(F)F)c3)C(=O)NC2=O)c2ccccc21
66120,CCc1cn([C@H]2C[C@H](O)[C@@H](CNC(=O)C3c4ccccc4N(C)c4ccccc43)O2)c(=O)[nH]c1=O
71663,CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1
74867,COc1cc(OC)cc(-c2cc3cnc(N)nc3n(C)c2=O)c1
77762,O=C1Cc2c([nH]c3ccc(Br)cc23)-c2ccccc2N1
76790,CCCCCCCCCCCCCCCCCCC1(O)C[N+](C)(C)CCO1.[Br-]
81193,Oc1[nH]c(Nc2ccc(F)c(Cl)c2)nc2ncnc1-2
81799,O=C1NC(=O)[C@@H](c2c[nH]c3ccccc23)[C@@H]1c1c[nH]c2ccccc12
39952,CCCCCCCCCCCCCCOC(=O)C[C@@H]1CC(=O)O[C@H]1CCO
66134,CCc1cn([C@H]2C[C@H](O)[C@@H](CNC(=O)Cc3ccccc3F)O2)c(=O)[nH]c1=O
65826,CCc1cn([C@@H]2O[C@H](CNC(=O)C3c4cccc(C)c4Oc4c(C)cccc43)[C@@H](O)[C@@H]2F)c(=O)[nH]c1=O
52140,CCCCSCc1ccc2c(c1)c1c3c(c4c5cc(CSCCCC)ccc5n5c4c1n2[C@H]1C[C@](O)(C(=O)OC)[C@]5(C)O1)CNC3=O
67987,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1
75784,CCN(CC)CCOc1cccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)c1
39951,CCCCCCCCCCCCCC(=O)OC[C@@H]1CC(=O)O[C@H]1CO
66133,CCc1cn([C@H]2C[C@H](O)[C@@H](CNC(=O)Cc3ccccc3C)O2)c(=O)[nH]c1=O
81527,CC(=O)Nc1cccc2c(C3=C(c4cn(C)c5ccccc45)C(=O)NC3=O)cn(C)c12
81895,Cn1cc(C2=C(c3cn(C)c4ccc(C(N)=O)cc34)C(=O)NC2=O)c2ccccc21
89329,CN1CCN(CCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(N)nc3n2)CC1
75517,COc1ccc(NC(=O)Nc2nc3nc(NCCCN4CCN(C)CC4)ncc3cc2-c2c(Cl)cccc2Cl)cc1
81855,O=C1NCC(c2c[nH]c3ccccc23)=C1c1c[nH]c2ccccc12
38082,O=C1c2ccc(O)c(O)c2C(=O)c2c(O)ccc(O)c21
81141,Cc1ccccc1C1=C(c2cn(C)c3ccccc23)C(=O)NC1=O
89134,CCN(CC)CCCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(NC(=O)NC(C)(C)C)nc2n1
81263,Cn1cc(C2=C(c3cn(C)c4ccc(O)cc34)C(=O)NC2=O)c2ccccc21
74901,CN1CCN(CCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)CC1
92802,CC(C)=CCn1c2ccccc2c2c3c(c4c5ccccc5[nH]c4c21)C(=O)NC3
88347,CC(C)/N=C(/Nc1nc2nc(NCCCN3CCN(C)CC3)ncc2cc1-c1c(Cl)cccc1Cl)NC(C)C
75650,CN(C)c1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1
81439,Cn1cc(C2=C(c3cn(C)c4ccc(C(=O)O)cc34)C(=O)NC2=O)c2ccccc21
80771,Oc1[nH]c(Nc2ccc(F)c(F)c2)nc2ncnc1-2
84254,CCSCc1ccc2c(c1)c1c3c(c4c5cc(CSCC)ccc5n5c4c1n2C1C[C@](O)(C(=O)OC)[C@]5(C)O1)CNC3=O
81566,Cn1cc(C2=C(c3cn(C)c4ccc([N+](=O)[O-])cc34)C(=O)NC2=O)c2ccccc21
81478,Cn1cc(C2=C(c3cn(C)c4cc(Cl)ccc34)C(=O)NC2=O)c2ccccc21
88889,CN1CCN(CCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(NC(=O)Nc4ccc(Cl)c(Cl)c4)nc3n2)CC1
75548,COc1cc(OC)cc(-c2cc3cnc(N)nc3nc2NC(=O)NC(C)(C)C)c1
81894,CC(=O)Nc1ccc2c(c1)c(C1=C(c3cn(C)c4ccccc34)C(=O)NC1=O)cn2C
81863,Cn1cc(C2=C(n3ccc4ccccc43)C(=O)NC2=O)c2ccccc21
83217,Cn1cc(C2=C(c3cn(C4CCN(Cc5ccccn5)CC4)c4ccccc34)C(=O)NC2=O)c2ccccc21
87385,CC(C)C(=CC(=O)OC[C@H](CO)OC(=O)C=C(C(C)C)C(C)C)C(C)C
89125,CC(C)(C)NC(=O)Nc1nc2nc(N)ncc2cc1-c1c(Br)cccc1Br
81044,Cn1cc(C2=C(c3ccc(S(C)(=O)=O)cc3)C(=O)NC2=O)c2ccccc21
81688,Cn1cc(C2=C(c3c([S+](C)[O-])n(C)c4ccccc34)C(=O)NC2=O)c2ccccc21
81319,Cn1cc(C2=C(c3ccccc3C(F)(F)F)C(=O)NC2=O)c2ccccc21
81616,COc1cccc2c(C3=C(c4cn(C)c5ccccc45)C(=O)NC3=O)cn(C)c12
89994,Oc1c(Br)cc(Br)cc1-c1n[nH]c(-c2ccc(Oc3ccccc3)cc2)n1
88379,CN1CCN(CCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(/N=C(/N)Nc4ccccc4)nc3n2)CC1
80943,Cn1cc(C2=C(c3cc(Cl)cc(Cl)c3)C(=O)NC2=O)c2ccccc21
81581,Cc1cccc2c(C3=C(c4cn(C)c5ccccc45)C(=O)NC3=O)cn(C)c12
81005,Cn1cc(C2=C(c3cn(C)c4ccc(N)cc34)C(=O)NC2=O)c2ccccc21
83168,Cn1cc(C2=C(c3cn(C4CCN(Cc5ccccc5)CC4)c4ccccc34)C(=O)NC2=O)c2ccccc21
89657,CCN(CC)CCCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(N)nc2n1
40001,CCCCCCCCCCCCCCO[C@@H]1CC(=O)O[C@H]1CO
88651,CCCC(=O)Nc1nc2nc(NCCCN3CCN(C)CC3)ncc2cc1-c1c(Cl)cccc1Cl
88936,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OC
76816,CCCCCCCCCCCCC1(O)C[N+](C)(C)CCO1.[Br-]
81868,Cn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2ccccc21
87463,COc1ccc(-c2c3c4cc(OC)c(O)cc4oc(=O)c3n3ccc4cc(O)c(OC)cc4c23)cc1O
92605,CCn1c2ccccc2c2c3c(c4c5ccccc5n(CC)c4c21)C(=O)NC3
88875,CCNC(=O)Nc1nc2nc(NCCCN(CC)CC)ncc2cc1-c1c(Cl)cccc1Cl
81908,Cn1cc(C2=C(c3cn(C)c4ccc([S+](C)[O-])cc34)C(=O)NC2=O)c2ccccc21
81009,Cn1cc(C2=C(c3cccc(Cl)c3)C(=O)NC2=O)c2ccccc21
81744,Cn1cc(C2=C(c3cn(C)c4cccc([N+](=O)[O-])c34)C(=O)NC2=O)c2ccccc21
81079,Cn1cc(C2=C(c3cccc4ccccc34)C(=O)NC2=O)c2ccccc21
89123,CCNC(=O)Nc1nc2nc(NCCCCN(CC)CC)ncc2cc1-c1c(Cl)cccc1Cl
81405,Cn1cc(C2=C(c3cn(C)c4ccccc34)C(=O)NC2=O)c2ccccc21
74941,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccccc3)nc21
92602,Cn1c2ccccc2c2c3c(c4c5ccccc5n(C)c4c21)C(=O)NC3
89371,COc1ccccc1NC(=O)Nc1nc2nc(NCCCN3CCN(C)CC3)ncc2cc1-c1c(Cl)cccc1Cl
76953,CCCCCCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C
81800,O=C1NC(O)C(c2c[nH]c3ccccc23)=C1c1c[nH]c2ccccc12
81170,CSc1ccc(C2=C(c3cn(C)c4ccccc34)C(=O)NC2=O)cc1
83315,CC(C)N1CCC(n2cc(C3=C(c4cn(C)c5ccccc45)C(=O)NC3=O)c3ccccc32)CC1
89993,NS(=O)(=O)c1ccc(O)c(-c2n[nH]c(-c3ccc(Cl)c(Cl)c3)n2)c1
80944,Cn1cc(C2=C(c3c(Cl)cccc3Cl)C(=O)NC2=O)c2ccccc21
105934,NC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
92744,Cn1c2ccccc2c2c3c(c4c5ccccc5n(CCC#N)c4c21)CNC3=O
105578,CN(C)c1ccc(-c2cc(C3CCCCC3)c3c(N)ncnc3n2)cc1
106009,COc1ccc(-c2cc3c(N)ncnc3nc2-c2ccc(N(C)C)cc2)cc1
106080,CN(C)c1ccc(-c2ccc3c(N)ncnc3n2)cc1
1592331,CC[C@@](C)(Nc1ccnc(-c2c[nH]c3ncccc23)n1)C(=O)NCC(F)(F)F
92677,Cn1c2ccccc2c2c3c(c4c5ccccc5n(CC(F)F)c4c21)CNC3=O
105898,Nc1ncnc(N[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1[N+](=O)[O-]
115403,C[C@@H]1CN(C(=O)[C@@](C)(O)C(F)(F)F)CCN1C(=O)c1ccc(C#N)cc1
42617,CN(C)c1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnc2cn1
103005,Nc1nc(N)c(F)c(-c2nc(-c3cccc(C(F)(F)F)c3)c(-c3ccncc3)[nH]2)c1F
103987,Nc1nc(N)c(F)c(-c2cc(-c3ccncc3)c(-c3ccc(F)cc3)[nH]2)c1F
95092,O=C(O[C@@H]1OC2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)OC2C2OC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)OC21)c1cc(O)c(O)c(O)c1
98781,CCCCNc1nc(O)c2[nH]cnc2n1
105746,CN(C)c1ccc(-c2nc3ncnc(N)c3nc2-c2ccccc2)cc1
103984,Fc1ccc(-c2nn(-c3c(F)c(F)nc(F)c3F)nc2-c2ccncc2)cc1
107975,Cc1ccc(-c2nn(C(C)(C)C)c3ncnc(N)c23)cc1
103883,Nc1nc(F)c(F)c(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)c1F
102951,Nc1nc(N)c(F)c(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)o2)c1F
109869,C=CCNc1nccc(-c2[nH]c([C@H]3OC[C@@](C)(C(=O)NCCOC)CO3)nc2-c2ccc(F)cc2)n1
106754,Cc1cc(C)c(NC(=O)c2sc(N)nc2C)c(C)c1
109871,CS(=O)(=O)O.C[C@]1(C(=O)N2CCOCC2)CO[C@H](c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)OC1
106560,Nc1ncnc2nc(-c3ccc([N+](=O)[O-])cc3)cnc12
109866,CCCNC(=O)[C@]1(C)CO[C@@H](c2nc(-c3ccc(F)cc3)c(-c3ccnc(NCCCOC)n3)[nH]2)OC1
117327,O=Cc1csc(-c2ccc(-c3ccc(CO)s3)s2)c1
1594214,COC[C@H](O)CN1CCC(c2cc(-c3ccncc3)c(-c3ccc(F)cc3)[nH]2)CC1
1595195,COC[C@@H](O)CN1CCC(c2cc(-c3ccncc3)c(-c3ccc(F)cc3)[nH]2)CC1
1595247,C/C(Br)=C\CC/C(C)=C/CC(C)(C)/C=C/C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O
1595427,CC[C@H](C)[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](C)NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)CCCOc2ccc(Cc3ccccc3)cc2)[C@@H](C)O)CSC(=O)[C@H](CCSC)NC1=O
1605943,O=C(O)c1ccc(NC(=O)[C@H](CC2CCCC2)n2cnc(S(=O)(=O)C3CCC3)c2)nc1
1606157,c1nc(Nc2ccc3c(c2)OCO3)c2oc3cc(-c4ccc5c(c4)OCO5)cnc3c2n1
1606158,Nc1ncnc2c1oc1cc(-c3cccc(Cl)c3)cnc12
1606159,Nc1ncnc2c1oc1cc(-c3ccc(Cl)c(Cl)c3)cnc12
1606161,Nc1ncnc2c1oc1cc(-c3ccc(Cl)cc3Cl)cnc12
1606162,Nc1ncnc2c1oc1cc(-c3ccc4c(c3)OCO4)cnc12
1606163,c1ccc(Nc2ncnc3c2oc2cc(-c4ccc5c(c4)OCO5)cnc23)cc1
1606164,Cc1ccc(Nc2ncnc3c2oc2cc(-c4ccc5c(c4)OCO5)cnc23)cc1
1606165,COc1ccc(Nc2ncnc3c2oc2cc(-c4ccc5c(c4)OCO5)cnc23)cc1
